#1  	
double TGround(8760,2)  	
1.20E+07	300.95
1.20E+07	302.05
1.20E+07	303.15
1.20E+07	303.75
1.20E+07	300.95
1.20E+07	294.85
1.20E+07	295.35
1.20E+07	294.25
1.20E+07	292.55
1.20E+07	292.05
1.20E+07	292.05
1.20E+07	290.95
1.20E+07	290.95
1.20E+07	290.35
1.20E+07	290.35
1.20E+07	290.35
1.20E+07	290.35
1.20E+07	289.85
1.20E+07	290.35
1.20E+07	290.35
1.20E+07	292.55
1.20E+07	294.25
1.20E+07	294.25
1.20E+07	296.45
1.20E+07	298.15
1.21E+07	295.95
1.21E+07	294.85
1.21E+07	294.85
1.21E+07	293.75
1.21E+07	293.75
1.21E+07	294.25
1.21E+07	292.55
1.21E+07	290.95
1.21E+07	289.85
1.21E+07	289.85
1.21E+07	289.25
1.21E+07	289.25
1.21E+07	287.55
1.21E+07	287.55
1.21E+07	287.05
1.21E+07	287.05
1.21E+07	287.55
1.21E+07	287.05
1.21E+07	286.45
1.21E+07	289.25
1.21E+07	290.95
1.21E+07	293.75
1.21E+07	294.85
1.21E+07	296.45
1.21E+07	299.25
1.21E+07	299.25
1.21E+07	300.35
1.22E+07	298.75
1.22E+07	297.05
1.22E+07	292.55
1.22E+07	293.15
1.22E+07	292.05
1.22E+07	290.35
1.22E+07	289.85
1.22E+07	289.25
1.22E+07	288.15
1.22E+07	289.85
1.22E+07	288.75
1.22E+07	287.05
1.22E+07	286.45
1.22E+07	284.85
1.22E+07	285.95
1.22E+07	287.55
1.22E+07	289.25
1.22E+07	290.95
1.22E+07	291.45
1.22E+07	289.85
1.22E+07	292.55
1.22E+07	293.15
1.22E+07	294.25
1.22E+07	296.45
1.22E+07	295.35
1.22E+07	298.15
1.22E+07	294.25
1.22E+07	287.55
1.23E+07	286.45
1.23E+07	286.45
1.23E+07	285.95
1.23E+07	286.45
1.23E+07	285.95
1.23E+07	285.35
1.23E+07	285.35
1.23E+07	284.85
1.23E+07	284.25
1.23E+07	284.85
1.23E+07	284.85
1.23E+07	285.35
1.23E+07	285.95
1.23E+07	286.45
1.23E+07	288.15
1.23E+07	289.25
1.23E+07	289.85
1.23E+07	290.35
1.23E+07	289.25
1.23E+07	289.25
1.23E+07	284.85
1.23E+07	285.95
1.23E+07	288.75
1.23E+07	287.55
1.23E+07	287.05
1.23E+07	286.45
1.23E+07	286.45
1.23E+07	286.45
1.24E+07	284.85
1.24E+07	284.25
1.24E+07	284.25
1.24E+07	284.25
1.24E+07	283.75
1.24E+07	283.75
1.24E+07	283.15
1.24E+07	283.15
1.24E+07	284.85
1.24E+07	287.55
1.24E+07	287.55
1.24E+07	288.75
1.24E+07	288.75
1.24E+07	289.85
1.24E+07	291.45
1.24E+07	292.05
1.24E+07	293.15
1.24E+07	292.55
1.24E+07	292.55
1.24E+07	291.45
1.24E+07	289.25
1.24E+07	287.55
1.24E+07	287.05
1.24E+07	286.45
1.24E+07	285.35
1.24E+07	285.35
1.24E+07	283.75
1.24E+07	283.15
1.25E+07	282.05
1.25E+07	280.95
1.25E+07	281.45
1.25E+07	283.15
1.25E+07	285.35
1.25E+07	288.15
1.25E+07	290.95
1.25E+07	293.75
1.25E+07	295.35
1.25E+07	296.45
1.25E+07	297.55
1.25E+07	297.55
1.25E+07	297.05
1.25E+07	298.15
1.25E+07	298.15
1.25E+07	297.05
1.25E+07	294.85
1.25E+07	291.45
1.25E+07	289.25
1.25E+07	288.75
1.25E+07	287.55
1.25E+07	287.05
1.25E+07	284.85
1.25E+07	284.85
1.25E+07	283.75
1.25E+07	283.15
1.25E+07	283.15
1.25E+07	285.35
1.26E+07	288.15
1.26E+07	291.45
1.26E+07	294.25
1.26E+07	297.05
1.26E+07	296.45
1.26E+07	296.45
1.26E+07	293.15
1.26E+07	295.35
1.26E+07	294.85
1.26E+07	296.45
1.26E+07	295.35
1.26E+07	292.55
1.26E+07	291.45
1.26E+07	289.25
1.26E+07	288.15
1.26E+07	287.05
1.26E+07	284.85
1.26E+07	284.85
1.26E+07	284.85
1.26E+07	285.95
1.26E+07	284.85
1.26E+07	284.85
1.26E+07	285.35
1.26E+07	285.35
1.26E+07	285.95
1.26E+07	287.55
1.26E+07	287.55
1.27E+07	289.85
1.27E+07	290.95
1.27E+07	293.15
1.27E+07	295.35
1.27E+07	296.45
1.27E+07	296.45
1.27E+07	298.75
1.27E+07	298.75
1.27E+07	295.35
1.27E+07	292.05
1.27E+07	289.85
1.27E+07	288.15
1.27E+07	287.05
1.27E+07	287.55
1.27E+07	286.45
1.27E+07	285.35
1.27E+07	287.55
1.27E+07	287.55
1.27E+07	287.55
1.27E+07	286.45
1.27E+07	286.45
1.27E+07	287.05
1.27E+07	289.25
1.27E+07	290.95
1.27E+07	292.55
1.27E+07	294.25
1.27E+07	295.95
1.27E+07	297.05
1.28E+07	298.75
1.28E+07	298.15
1.28E+07	294.85
1.28E+07	293.75
1.28E+07	293.15
1.28E+07	292.55
1.28E+07	290.95
1.28E+07	288.15
1.28E+07	284.85
1.28E+07	284.85
1.28E+07	285.35
1.28E+07	284.25
1.28E+07	283.75
1.28E+07	283.15
1.28E+07	282.55
1.28E+07	282.05
1.28E+07	283.75
1.28E+07	286.45
1.28E+07	288.75
1.28E+07	292.05
1.28E+07	293.75
1.28E+07	295.35
1.28E+07	295.95
1.28E+07	297.05
1.28E+07	297.55
1.28E+07	297.55
1.28E+07	297.55
1.28E+07	297.55
1.29E+07	295.35
1.29E+07	289.85
1.29E+07	287.05
1.29E+07	287.05
1.29E+07	286.45
1.29E+07	285.35
1.29E+07	285.35
1.29E+07	283.75
1.29E+07	283.15
1.29E+07	282.55
1.29E+07	282.05
1.29E+07	282.05
1.29E+07	284.25
1.29E+07	287.55
1.29E+07	290.35
1.29E+07	293.15
1.29E+07	294.85
1.29E+07	295.95
1.29E+07	298.15
1.29E+07	299.25
1.29E+07	300.95
1.29E+07	300.95
1.29E+07	296.45
1.29E+07	295.95
1.29E+07	295.35
1.29E+07	292.55
1.29E+07	291.45
1.29E+07	290.35
1.30E+07	288.15
1.30E+07	289.25
1.30E+07	288.15
1.30E+07	288.75
1.30E+07	287.05
1.30E+07	287.55
1.30E+07	287.05
1.30E+07	286.45
1.30E+07	287.55
1.30E+07	288.75
1.30E+07	289.25
1.30E+07	292.05
1.30E+07	292.05
1.30E+07	292.55
1.30E+07	293.75
1.30E+07	294.85
1.30E+07	293.15
1.30E+07	292.05
1.30E+07	292.55
1.30E+07	289.25
1.30E+07	288.75
1.30E+07	288.75
1.30E+07	287.05
1.30E+07	287.55
1.30E+07	287.45
1.30E+07	287.45
1.30E+07	287.35
1.31E+07	287.25
1.31E+07	287.15
1.31E+07	287.15
1.31E+07	287.05
1.31E+07	285.95
1.31E+07	288.15
1.31E+07	290.35
1.31E+07	291.45
1.31E+07	294.25
1.31E+07	296.45
1.31E+07	297.55
1.31E+07	299.85
1.31E+07	300.35
1.31E+07	302.05
1.31E+07	302.05
1.31E+07	302.55
1.31E+07	301.45
1.31E+07	300.35
1.31E+07	298.15
1.31E+07	294.25
1.31E+07	292.05
1.31E+07	292.05
1.31E+07	289.25
1.31E+07	289.85
1.31E+07	289.25
1.31E+07	289.25
1.31E+07	289.25
1.31E+07	288.75
1.32E+07	287.55
1.32E+07	288.15
1.32E+07	290.95
1.32E+07	293.15
1.32E+07	295.35
1.32E+07	295.95
1.32E+07	295.35
1.32E+07	297.05
1.32E+07	298.75
1.32E+07	297.05
1.32E+07	289.25
1.32E+07	291.45
1.32E+07	292.55
1.32E+07	293.75
1.32E+07	292.05
1.32E+07	290.95
1.32E+07	290.95
1.32E+07	289.85
1.32E+07	289.25
1.32E+07	289.85
1.32E+07	288.75
1.32E+07	287.55
1.32E+07	287.55
1.32E+07	286.45
1.32E+07	286.45
1.32E+07	288.75
1.32E+07	287.55
1.32E+07	290.35
1.33E+07	292.05
1.33E+07	294.85
1.33E+07	297.05
1.33E+07	298.75
1.33E+07	300.95
1.33E+07	302.05
1.33E+07	302.05
1.33E+07	297.05
1.33E+07	295.95
1.33E+07	295.35
1.33E+07	294.25
1.33E+07	294.25
1.33E+07	293.15
1.33E+07	292.05
1.33E+07	290.95
1.33E+07	289.25
1.33E+07	288.15
1.33E+07	288.15
1.33E+07	287.55
1.33E+07	286.45
1.33E+07	285.95
1.33E+07	288.15
1.33E+07	291.45
1.33E+07	294.25
1.33E+07	297.55
1.33E+07	300.95
1.33E+07	301.45
1.33E+07	302.55
1.34E+07	303.15
1.34E+07	304.25
1.34E+07	304.85
1.34E+07	305.35
1.34E+07	303.75
1.34E+07	303.15
1.34E+07	301.45
1.34E+07	297.05
1.34E+07	295.95
1.34E+07	296.45
1.34E+07	292.55
1.34E+07	289.25
1.34E+07	289.25
1.34E+07	288.75
1.34E+07	288.15
1.34E+07	286.45
1.34E+07	285.35
1.34E+07	289.25
1.34E+07	292.05
1.34E+07	295.35
1.34E+07	298.75
1.34E+07	299.85
1.34E+07	301.45
1.34E+07	302.55
1.34E+07	303.15
1.34E+07	303.75
1.34E+07	303.75
1.34E+07	303.75
1.35E+07	302.55
1.35E+07	302.05
1.35E+07	299.85
1.35E+07	298.15
1.35E+07	297.05
1.35E+07	296.45
1.35E+07	294.25
1.35E+07	294.25
1.35E+07	292.55
1.35E+07	293.15
1.35E+07	293.75
1.35E+07	294.25
1.35E+07	294.85
1.35E+07	292.55
1.35E+07	294.85
1.35E+07	297.55
1.35E+07	300.95
1.35E+07	303.15
1.35E+07	304.85
1.35E+07	305.35
1.35E+07	305.95
1.35E+07	305.95
1.35E+07	307.05
1.35E+07	305.35
1.35E+07	304.85
1.35E+07	303.15
1.35E+07	298.75
1.36E+07	297.05
1.36E+07	294.85
1.36E+07	292.55
1.36E+07	293.15
1.36E+07	292.05
1.36E+07	289.85
1.36E+07	289.25
1.36E+07	289.25
1.36E+07	287.55
1.36E+07	289.25
1.36E+07	292.05
1.36E+07	294.85
1.36E+07	298.15
1.36E+07	300.95
1.36E+07	302.05
1.36E+07	303.15
1.36E+07	303.75
1.36E+07	304.85
1.36E+07	304.85
1.36E+07	305.35
1.36E+07	303.75
1.36E+07	304.85
1.36E+07	302.05
1.36E+07	298.15
1.36E+07	298.75
1.36E+07	295.35
1.36E+07	294.25
1.36E+07	292.05
1.37E+07	288.75
1.37E+07	287.55
1.37E+07	288.15
1.37E+07	286.45
1.37E+07	286.45
1.37E+07	284.25
1.37E+07	288.75
1.37E+07	291.45
1.37E+07	293.15
1.37E+07	293.75
1.37E+07	295.35
1.37E+07	297.05
1.37E+07	298.75
1.37E+07	299.85
1.37E+07	299.25
1.37E+07	300.35
1.37E+07	299.25
1.37E+07	300.35
1.37E+07	301.45
1.37E+07	298.15
1.37E+07	295.35
1.37E+07	292.05
1.37E+07	289.85
1.37E+07	289.85
1.37E+07	287.55
1.37E+07	285.95
1.37E+07	284.25
1.37E+07	282.05
1.38E+07	280.95
1.38E+07	280.35
1.38E+07	285.95
1.38E+07	288.75
1.38E+07	289.25
1.38E+07	290.35
1.38E+07	292.05
1.38E+07	294.25
1.38E+07	295.35
1.38E+07	296.45
1.38E+07	298.75
1.38E+07	298.15
1.38E+07	298.15
1.38E+07	297.55
1.38E+07	296.45
1.38E+07	294.25
1.38E+07	291.45
1.38E+07	289.85
1.38E+07	288.75
1.38E+07	288.15
1.38E+07	287.05
1.38E+07	285.95
1.38E+07	285.35
1.38E+07	283.75
1.38E+07	283.15
1.38E+07	283.15
1.38E+07	287.05
1.38E+07	289.25
1.39E+07	290.95
1.39E+07	293.15
1.39E+07	294.25
1.39E+07	295.35
1.39E+07	297.05
1.39E+07	298.15
1.39E+07	298.75
1.39E+07	299.25
1.39E+07	299.85
1.39E+07	299.85
1.39E+07	299.25
1.39E+07	297.55
1.39E+07	295.95
1.39E+07	293.15
1.39E+07	292.05
1.39E+07	289.85
1.39E+07	289.25
1.39E+07	289.85
1.39E+07	288.75
1.39E+07	287.05
1.39E+07	286.45
1.39E+07	284.85
1.39E+07	287.55
1.39E+07	289.25
1.39E+07	291.45
1.39E+07	293.75
1.39E+07	295.95
1.40E+07	298.15
1.40E+07	300.35
1.40E+07	301.45
1.40E+07	303.15
1.40E+07	303.75
1.40E+07	303.15
1.40E+07	303.75
1.40E+07	300.95
1.40E+07	300.35
1.40E+07	298.75
1.40E+07	296.45
1.40E+07	295.95
1.40E+07	294.85
1.40E+07	293.15
1.40E+07	292.55
1.40E+07	290.95
1.40E+07	290.35
1.40E+07	289.25
1.40E+07	290.95
1.40E+07	293.75
1.40E+07	295.95
1.40E+07	299.85
1.40E+07	302.55
1.40E+07	304.85
1.40E+07	306.45
1.40E+07	307.05
1.40E+07	307.05
1.40E+07	307.05
1.41E+07	305.95
1.41E+07	304.85
1.41E+07	302.55
1.41E+07	301.45
1.41E+07	299.85
1.41E+07	299.25
1.41E+07	296.45
1.41E+07	293.15
1.41E+07	292.05
1.41E+07	292.05
1.41E+07	290.35
1.41E+07	289.85
1.41E+07	289.25
1.41E+07	288.15
1.41E+07	288.15
1.41E+07	291.45
1.41E+07	294.25
1.41E+07	299.85
1.41E+07	303.15
1.41E+07	305.95
1.41E+07	306.45
1.41E+07	307.55
1.41E+07	308.75
1.41E+07	308.75
1.41E+07	308.75
1.41E+07	307.55
1.41E+07	307.05
1.41E+07	305.95
1.42E+07	303.15
1.42E+07	298.75
1.42E+07	298.15
1.42E+07	298.15
1.42E+07	297.55
1.42E+07	295.95
1.42E+07	297.05
1.42E+07	295.95
1.42E+07	294.25
1.42E+07	296.45
1.42E+07	295.95
1.42E+07	295.95
1.42E+07	299.85
1.42E+07	302.05
1.42E+07	304.25
1.42E+07	305.35
1.42E+07	307.55
1.42E+07	309.25
1.42E+07	309.25
1.42E+07	308.75
1.42E+07	309.85
1.42E+07	309.85
1.42E+07	308.75
1.42E+07	307.05
1.42E+07	305.95
1.42E+07	300.95
1.42E+07	298.15
1.42E+07	294.85
1.43E+07	292.55
1.43E+07	290.35
1.43E+07	288.75
1.43E+07	288.75
1.43E+07	285.35
1.43E+07	284.85
1.43E+07	284.85
1.43E+07	289.85
1.43E+07	291.45
1.43E+07	293.15
1.43E+07	294.25
1.43E+07	294.85
1.43E+07	295.95
1.43E+07	298.15
1.43E+07	299.25
1.43E+07	304.25
1.43E+07	304.85
1.43E+07	305.95
1.43E+07	303.15
1.43E+07	302.05
1.43E+07	300.95
1.43E+07	297.55
1.43E+07	295.35
1.43E+07	292.55
1.43E+07	293.15
1.43E+07	291.45
1.43E+07	290.35
1.43E+07	289.85
1.44E+07	289.85
1.44E+07	289.85
1.44E+07	288.75
1.44E+07	289.25
1.44E+07	289.25
1.44E+07	288.75
1.44E+07	289.85
1.44E+07	291.45
1.44E+07	294.85
1.44E+07	295.35
1.44E+07	297.55
1.44E+07	299.85
1.44E+07	302.05
1.44E+07	302.55
1.44E+07	303.15
1.44E+07	302.55
1.44E+07	298.15
1.44E+07	296.45
1.44E+07	295.95
1.44E+07	294.85
1.44E+07	293.75
1.44E+07	292.05
1.44E+07	290.95
1.44E+07	290.35
1.44E+07	289.25
1.44E+07	287.55
1.44E+07	288.75
1.45E+07	288.75
1.45E+07	290.35
1.45E+07	292.05
1.45E+07	294.25
1.45E+07	295.95
1.45E+07	296.45
1.45E+07	297.05
1.45E+07	297.55
1.45E+07	300.35
1.45E+07	300.35
1.45E+07	299.85
1.45E+07	300.35
1.45E+07	299.25
1.45E+07	297.55
1.45E+07	296.45
1.45E+07	294.85
1.45E+07	294.25
1.45E+07	294.25
1.45E+07	292.55
1.45E+07	292.55
1.45E+07	291.45
1.45E+07	289.85
1.45E+07	290.35
1.45E+07	289.85
1.45E+07	290.95
1.45E+07	290.95
1.45E+07	293.15
1.45E+07	295.95
1.46E+07	297.55
1.46E+07	301.45
1.46E+07	304.25
1.46E+07	300.95
1.46E+07	294.25
1.46E+07	295.95
1.46E+07	296.45
1.46E+07	294.85
1.46E+07	295.95
1.46E+07	294.85
1.46E+07	294.25
1.46E+07	294.25
1.46E+07	292.55
1.46E+07	292.55
1.46E+07	292.55
1.46E+07	291.45
1.46E+07	292.55
1.46E+07	291.45
1.46E+07	290.95
1.46E+07	290.35
1.46E+07	291.45
1.46E+07	294.25
1.46E+07	297.05
1.46E+07	298.15
1.46E+07	299.85
1.46E+07	302.55
1.46E+07	303.75
1.46E+07	304.85
1.47E+07	304.85
1.47E+07	303.75
1.47E+07	302.55
1.47E+07	302.55
1.47E+07	296.45
1.47E+07	294.85
1.47E+07	294.25
1.47E+07	293.15
1.47E+07	292.05
1.47E+07	291.45
1.47E+07	292.05
1.47E+07	290.35
1.47E+07	289.85
1.47E+07	289.25
1.47E+07	288.15
1.47E+07	288.15
1.47E+07	291.45
1.47E+07	295.35
1.47E+07	297.55
1.47E+07	298.75
1.47E+07	300.35
1.47E+07	300.95
1.47E+07	301.45
1.47E+07	302.05
1.47E+07	301.45
1.47E+07	300.95
1.47E+07	293.75
1.47E+07	290.95
1.48E+07	291.45
1.48E+07	291.45
1.48E+07	290.95
1.48E+07	290.95
1.48E+07	290.95
1.48E+07	290.95
1.48E+07	290.35
1.48E+07	290.35
1.48E+07	289.85
1.48E+07	289.85
1.48E+07	288.75
1.48E+07	289.25
1.48E+07	290.35
1.48E+07	291.45
1.48E+07	293.75
1.48E+07	295.35
1.48E+07	297.55
1.48E+07	299.25
1.48E+07	300.35
1.48E+07	299.85
1.48E+07	299.85
1.48E+07	299.25
1.48E+07	297.05
1.48E+07	297.55
1.48E+07	297.05
1.48E+07	292.55
1.48E+07	291.45
1.49E+07	290.95
1.49E+07	290.95
1.49E+07	290.35
1.49E+07	290.35
1.49E+07	290.95
1.49E+07	290.95
1.49E+07	290.95
1.49E+07	290.35
1.49E+07	290.35
1.49E+07	290.95
1.49E+07	294.85
1.49E+07	298.15
1.49E+07	298.75
1.49E+07	296.45
1.49E+07	292.05
1.49E+07	294.25
1.49E+07	294.25
1.49E+07	296.45
1.49E+07	298.75
1.49E+07	297.05
1.49E+07	297.05
1.49E+07	293.15
1.49E+07	293.15
1.49E+07	290.35
1.49E+07	290.35
1.49E+07	289.85
1.49E+07	290.95
1.49E+07	290.35
1.50E+07	289.25
1.50E+07	287.55
1.50E+07	287.05
1.50E+07	285.95
1.50E+07	285.35
1.50E+07	288.75
1.50E+07	290.95
1.50E+07	292.05
1.50E+07	293.75
1.50E+07	295.95
1.50E+07	298.15
1.50E+07	299.85
1.50E+07	301.45
1.50E+07	302.05
1.50E+07	305.35
1.50E+07	304.25
1.50E+07	302.05
1.50E+07	300.35
1.50E+07	299.25
1.50E+07	297.05
1.50E+07	296.45
1.50E+07	293.15
1.50E+07	290.95
1.50E+07	290.95
1.50E+07	289.85
1.50E+07	288.75
1.50E+07	287.05
1.50E+07	287.05
1.51E+07	287.55
1.51E+07	289.85
1.51E+07	292.55
1.51E+07	295.95
1.51E+07	299.85
1.51E+07	302.55
1.51E+07	304.25
1.51E+07	304.85
1.51E+07	305.35
1.51E+07	305.95
1.51E+07	306.45
1.51E+07	306.45
1.51E+07	305.35
1.51E+07	304.25
1.51E+07	303.15
1.51E+07	299.85
1.51E+07	298.15
1.51E+07	297.55
1.51E+07	295.95
1.51E+07	293.15
1.51E+07	293.15
1.51E+07	293.15
1.51E+07	292.05
1.51E+07	291.45
1.51E+07	290.35
1.51E+07	294.25
1.51E+07	298.15
1.51E+07	302.05
1.52E+07	303.75
1.52E+07	304.85
1.52E+07	305.95
1.52E+07	306.45
1.52E+07	305.95
1.52E+07	307.05
1.52E+07	307.55
1.52E+07	308.15
1.52E+07	306.45
1.52E+07	305.35
1.52E+07	303.15
1.52E+07	300.35
1.52E+07	297.55
1.52E+07	295.35
1.52E+07	295.35
1.52E+07	291.45
1.52E+07	291.45
1.52E+07	290.35
1.52E+07	289.85
1.52E+07	288.15
1.52E+07	287.05
1.52E+07	292.05
1.52E+07	294.25
1.52E+07	297.55
1.52E+07	299.25
1.52E+07	302.55
1.52E+07	307.55
1.52E+07	309.25
1.53E+07	310.35
1.53E+07	311.45
1.53E+07	312.05
1.53E+07	313.15
1.53E+07	312.55
1.53E+07	311.45
1.53E+07	309.25
1.53E+07	305.35
1.53E+07	302.05
1.53E+07	299.25
1.53E+07	298.75
1.53E+07	298.15
1.53E+07	295.95
1.53E+07	293.15
1.53E+07	292.55
1.53E+07	290.95
1.53E+07	288.75
1.53E+07	293.15
1.53E+07	295.95
1.53E+07	298.15
1.53E+07	298.75
1.53E+07	299.85
1.53E+07	302.05
1.53E+07	303.75
1.53E+07	305.95
1.53E+07	307.05
1.53E+07	307.05
1.54E+07	307.05
1.54E+07	307.55
1.54E+07	307.05
1.54E+07	304.85
1.54E+07	302.05
1.54E+07	299.85
1.54E+07	297.55
1.54E+07	295.95
1.54E+07	292.55
1.54E+07	293.15
1.54E+07	292.55
1.54E+07	290.95
1.54E+07	289.25
1.54E+07	287.05
1.54E+07	290.35
1.54E+07	293.15
1.54E+07	294.85
1.54E+07	296.45
1.54E+07	298.15
1.54E+07	300.35
1.54E+07	303.15
1.54E+07	304.85
1.54E+07	306.45
1.54E+07	307.55
1.54E+07	306.45
1.54E+07	304.85
1.54E+07	303.75
1.54E+07	303.15
1.55E+07	299.85
1.55E+07	298.15
1.55E+07	295.95
1.55E+07	293.75
1.55E+07	293.75
1.55E+07	293.75
1.55E+07	293.75
1.55E+07	291.45
1.55E+07	290.35
1.55E+07	290.35
1.55E+07	293.75
1.55E+07	296.45
1.55E+07	299.85
1.55E+07	302.05
1.55E+07	303.75
1.55E+07	305.95
1.55E+07	305.95
1.55E+07	307.05
1.55E+07	307.05
1.55E+07	307.05
1.55E+07	304.85
1.55E+07	300.35
1.55E+07	299.85
1.55E+07	298.15
1.55E+07	297.05
1.55E+07	295.95
1.55E+07	295.95
1.55E+07	296.45
1.56E+07	293.75
1.56E+07	292.05
1.56E+07	292.05
1.56E+07	290.95
1.56E+07	290.95
1.56E+07	292.05
1.56E+07	294.25
1.56E+07	297.55
1.56E+07	300.95
1.56E+07	303.75
1.56E+07	305.95
1.56E+07	306.45
1.56E+07	308.15
1.56E+07	307.55
1.56E+07	308.75
1.56E+07	309.25
1.56E+07	309.85
1.56E+07	308.15
1.56E+07	305.95
1.56E+07	304.25
1.56E+07	301.45
1.56E+07	301.45
1.56E+07	299.65
1.56E+07	297.85
1.56E+07	296.05
1.56E+07	294.15
1.56E+07	292.35
1.56E+07	290.55
1.57E+07	288.75
1.57E+07	287.05
1.57E+07	289.25
1.57E+07	291.45
1.57E+07	294.25
1.57E+07	294.85
1.57E+07	296.45
1.57E+07	297.55
1.57E+07	299.25
1.57E+07	300.35
1.57E+07	302.55
1.57E+07	302.55
1.57E+07	302.55
1.57E+07	303.15
1.57E+07	301.45
1.57E+07	299.25
1.57E+07	298.15
1.57E+07	295.35
1.57E+07	292.55
1.57E+07	293.15
1.57E+07	293.75
1.57E+07	290.35
1.57E+07	289.25
1.57E+07	287.55
1.57E+07	287.05
1.57E+07	287.55
1.57E+07	290.35
1.58E+07	292.05
1.58E+07	293.75
1.58E+07	294.85
1.58E+07	295.35
1.58E+07	297.05
1.58E+07	298.15
1.58E+07	299.85
1.58E+07	300.35
1.58E+07	302.05
1.58E+07	302.55
1.58E+07	300.95
1.58E+07	300.95
1.58E+07	299.25
1.58E+07	297.55
1.58E+07	292.05
1.58E+07	290.35
1.58E+07	290.35
1.58E+07	289.25
1.58E+07	289.25
1.58E+07	289.25
1.58E+07	288.75
1.58E+07	288.75
1.58E+07	287.55
1.58E+07	289.25
1.58E+07	290.95
1.58E+07	292.55
1.58E+07	295.35
1.58E+07	295.95
1.59E+07	297.55
1.59E+07	298.75
1.59E+07	299.25
1.59E+07	300.35
1.59E+07	300.95
1.59E+07	302.05
1.59E+07	299.85
1.59E+07	298.75
1.59E+07	298.15
1.59E+07	295.35
1.59E+07	294.25
1.59E+07	292.05
1.59E+07	292.05
1.59E+07	290.35
1.59E+07	289.85
1.59E+07	288.15
1.59E+07	287.55
1.59E+07	288.15
1.59E+07	287.05
1.59E+07	289.85
1.59E+07	292.55
1.59E+07	295.35
1.59E+07	298.15
1.59E+07	300.95
1.59E+07	303.15
1.59E+07	304.25
1.59E+07	305.35
1.59E+07	305.35
1.60E+07	305.95
1.60E+07	305.95
1.60E+07	305.95
1.60E+07	304.25
1.60E+07	303.15
1.60E+07	299.25
1.60E+07	297.55
1.60E+07	296.45
1.60E+07	295.35
1.60E+07	293.75
1.60E+07	291.45
1.60E+07	292.55
1.60E+07	292.55
1.60E+07	292.05
1.60E+07	291.45
1.60E+07	294.25
1.60E+07	297.55
1.60E+07	300.35
1.60E+07	303.75
1.60E+07	306.45
1.60E+07	307.05
1.60E+07	308.15
1.60E+07	307.05
1.60E+07	308.15
1.60E+07	309.25
1.60E+07	307.05
1.60E+07	307.55
1.60E+07	307.05
1.61E+07	305.35
1.61E+07	299.85
1.61E+07	297.55
1.61E+07	298.15
1.61E+07	296.45
1.61E+07	293.15
1.61E+07	292.55
1.61E+07	291.45
1.61E+07	290.35
1.61E+07	289.85
1.61E+07	289.85
1.61E+07	292.55
1.61E+07	295.35
1.61E+07	298.75
1.61E+07	301.45
1.61E+07	303.15
1.61E+07	307.55
1.61E+07	308.15
1.61E+07	305.35
1.61E+07	305.95
1.61E+07	307.05
1.61E+07	304.25
1.61E+07	304.85
1.61E+07	302.05
1.61E+07	300.95
1.61E+07	300.35
1.61E+07	297.55
1.61E+07	297.05
1.62E+07	296.45
1.62E+07	294.25
1.62E+07	293.15
1.62E+07	292.55
1.62E+07	291.45
1.62E+07	293.15
1.62E+07	293.15
1.62E+07	293.75
1.62E+07	293.75
1.62E+07	294.85
1.62E+07	297.05
1.62E+07	297.55
1.62E+07	297.55
1.62E+07	297.55
1.62E+07	299.25
1.62E+07	300.35
1.62E+07	298.15
1.62E+07	297.05
1.62E+07	297.55
1.62E+07	297.05
1.62E+07	295.95
1.62E+07	295.35
1.62E+07	294.85
1.62E+07	293.75
1.62E+07	293.75
1.62E+07	293.15
1.62E+07	293.15
1.63E+07	292.55
1.63E+07	292.05
1.63E+07	290.95
1.63E+07	289.85
1.63E+07	291.45
1.63E+07	292.05
1.63E+07	293.75
1.63E+07	295.35
1.63E+07	296.45
1.63E+07	297.55
1.63E+07	299.25
1.63E+07	301.45
1.63E+07	302.05
1.63E+07	299.25
1.63E+07	293.15
1.63E+07	296.45
1.63E+07	296.45
1.63E+07	295.35
1.63E+07	294.25
1.63E+07	294.25
1.63E+07	292.05
1.63E+07	291.45
1.63E+07	290.35
1.63E+07	289.85
1.63E+07	289.85
1.63E+07	288.75
1.63E+07	288.75
1.63E+07	288.75
1.64E+07	291.45
1.64E+07	294.25
1.64E+07	297.05
1.64E+07	298.75
1.64E+07	300.35
1.64E+07	300.95
1.64E+07	300.95
1.64E+07	301.45
1.64E+07	300.95
1.64E+07	302.05
1.64E+07	300.95
1.64E+07	300.95
1.64E+07	293.15
1.64E+07	291.45
1.64E+07	289.85
1.64E+07	289.85
1.64E+07	289.85
1.64E+07	288.75
1.64E+07	288.75
1.64E+07	288.75
1.64E+07	288.15
1.64E+07	288.15
1.64E+07	288.15
1.64E+07	287.55
1.64E+07	288.75
1.64E+07	291.45
1.64E+07	294.25
1.64E+07	296.45
1.65E+07	299.25
1.65E+07	302.05
1.65E+07	302.55
1.65E+07	300.95
1.65E+07	302.05
1.65E+07	303.15
1.65E+07	296.45
1.65E+07	297.05
1.65E+07	296.45
1.65E+07	295.95
1.65E+07	295.95
1.65E+07	294.25
1.65E+07	294.25
1.65E+07	293.75
1.65E+07	293.15
1.65E+07	291.45
1.65E+07	291.45
1.65E+07	289.85
1.65E+07	289.85
1.65E+07	289.25
1.65E+07	290.95
1.65E+07	292.05
1.65E+07	293.75
1.65E+07	294.85
