0, 22
3600, 22
7200, 22
10800, 22
14400, 22
18000, 22
21600, 22
25200, 25.1
28800, 25.7
32400, 26.1
36000, 26.5
39600, 26.9
43200, 27.3
46800, 27.7
50400, 28.1
54000, 28.5
57600, 28.9
61200, 29.3
64800, 29.7
68400, 26.9
72000, 26.7
75600, 26.7
79200, 26.7
82800, 26.6
86400, 26.6
781200, 43.8
784800, 43.6
788400, 43.5
792000, 43.3
795600, 43.1
799200, 43
802800, 45.9
806400, 46.3
810000, 46.6
813600, 46.8
817200, 47.1
820800, 47.3
824400, 47.6
828000, 47.8
831600, 48.1
835200, 48.3
838800, 48.5
842400, 48.8
846000, 45.9
849600, 45.6
853200, 45.4
856800, 45.2
860400, 45
864000, 44.8
5101200, 48.8
5104800, 48.6
5108400, 48.4
5112000, 48.2
5115600, 48
5119200, 47.8
5122800, 50.7
5126400, 51.1
5130000, 51.3
5133600, 51.5
5137200, 51.7
5140800, 51.9
5144400, 52.1
5148000, 52.4
5151600, 52.6
5155200, 52.8
5158800, 53
5162400, 53.2
5166000, 50.2
5169600, 49.9
5173200, 49.7
5176800, 49.5
5180400, 49.2
5184000, 49
