0, 22
3600, 22
7200, 22
10800, 22
14400, 22
18000, 22
21600, 22
25200, 30.2
28800, 30.8
32400, 31.2
36000, 31.6
39600, 32
43200, 32.4
46800, 32.8
50400, 33.2
54000, 33.6
57600, 34
61200, 34.3
64800, 34.7
68400, 26.9
72000, 26.7
75600, 26.7
79200, 26.6
82800, 26.6
86400, 26.6
781200, 43.7
784800, 43.5
788400, 43.4
792000, 43.2
795600, 43
799200, 42.9
802800, 50.9
806400, 51.3
810000, 51.6
813600, 51.8
817200, 52.1
820800, 52.3
824400, 52.5
828000, 52.8
831600, 53
835200, 53.3
838800, 53.5
842400, 53.7
846000, 45.8
849600, 45.4
853200, 45.3
856800, 45.1
860400, 44.9
864000, 44.7
5101200, 48.7
5104800, 48.5
5108400, 48.3
5112000, 48.1
5115600, 47.9
5119200, 47.7
5122800, 55.7
5126400, 56
5130000, 56.3
5133600, 56.5
5137200, 56.7
5140800, 56.9
5144400, 57.1
5148000, 57.3
5151600, 57.5
5155200, 57.7
5158800, 57.9
5162400, 58.1
5166000, 50.1
5169600, 49.8
5173200, 49.5
5176800, 49.3
5180400, 49.1
5184000, 48.9
