0, 21.5
3600, 21.5
7200, 21.2
10800, 21
14400, 20.9
18000, 21
21600, 21.3
25200, 21.9
28800, 24.1
32400, 24
36000, 24.4
39600, 24.8
43200, 25.1
46800, 25.3
50400, 25.5
54000, 25.6
57600, 26.3
61200, 26.3
64800, 25.2
68400, 25
72000, 24.6
75600, 24.2
79200, 24
82800, 23.8
86400, 23.6
781200, 29.1
784800, 28.7
788400, 28.4
792000, 28.2
795600, 28.3
799200, 28.5
802800, 29
806400, 31.8
810000, 31.6
813600, 32
817200, 32.3
820800, 32.5
824400, 32.7
828000, 32.9
831600, 32.9
835200, 33.5
838800, 33.5
842400, 31.7
846000, 31.5
849600, 31
853200, 30.6
856800, 30.3
860400, 30
864000, 29.8
5101200, 30.5
5104800, 30
5108400, 29.8
5112000, 29.6
5115600, 29.6
5119200, 29.9
5122800, 30.3
5126400, 33.2
5130000, 33
5133600, 33.4
5137200, 33.7
5140800, 33.9
5144400, 34.1
5148000, 34.2
5151600, 34.3
5155200, 34.9
5158800, 34.8
5162400, 33
5166000, 32.7
5169600, 32.2
5173200, 31.8
5176800, 31.4
5180400, 31.2
5184000, 30.9
