0, 0
3600, 0
7200, 0
10800, 0
14400, 0
18000, 0
21600, 0
25200, -764
28800, -696
32400, -632
36000, -570
39600, -511
43200, -455
46800, -402
50400, -351
54000, -302
57600, -255
61200, -210
64800, -167
68400, 638
72000, 610
75600, 583
79200, 557
82800, 533
86400, 511
781200, 774
784800, 742
788400, 711
792000, 682
795600, 654
799200, 627
802800, -163
806400, -120
810000, -79
813600, -40
817200, -2
820800, 33
824400, 67
828000, 99
831600, 130
835200, 159
838800, 187
842400, 214
846000, 1004
849600, 960
853200, 919
856800, 880
860400, 843
864000, 808
5101200, 774
5104800, 742
5108400, 711
5112000, 682
5115600, 654
5119200, 627
5122800, -163
5126400, -120
5130000, -78
5133600, -39
5137200, -2
5140800, 33
5144400, 67
5148000, 99
5151600, 130
5155200, 159
5158800, 187
5162400, 214
5166000, 1004
5169600, 960
5173200, 919
5176800, 880
5180400, 843
5184000, 808
