0, 22
3600, 22
7200, 21.9
10800, 21.9
14400, 21.8
18000, 22
21600, 22.3
25200, 22.7
28800, 24.8
32400, 24.7
36000, 25.2
39600, 25.6
43200, 26.1
46800, 25.9
50400, 26.3
54000, 26.6
57600, 27.5
61200, 27.6
64800, 26
68400, 25.8
72000, 25.6
75600, 25.6
79200, 25.5
82800, 25.5
86400, 25.5
781200, 37.6
784800, 37.4
788400, 37.3
792000, 37.1
795600, 37.1
799200, 37.3
802800, 37.5
806400, 39.6
810000, 39.4
813600, 39.7
817200, 40
820800, 40.3
824400, 40
828000, 40.3
831600, 40.5
835200, 41.3
838800, 41.3
842400, 39.6
846000, 39.2
849600, 38.9
853200, 38.8
856800, 38.7
860400, 38.5
864000, 38.4
5101200, 40.8
5104800, 40.6
5108400, 40.4
5112000, 40.2
5115600, 40.2
5119200, 40.4
5122800, 40.5
5126400, 42.6
5130000, 42.3
5133600, 42.6
5137200, 42.9
5140800, 43.2
5144400, 42.9
5148000, 43.2
5151600, 43.4
5155200, 44.1
5158800, 44.1
5162400, 42.3
5166000, 42
5169600, 41.6
5173200, 41.5
5176800, 41.3
5180400, 41.2
5184000, 41
