0, 22
3600, 22
7200, 22
10800, 21.9
14400, 21.9
18000, 22
21600, 22.2
25200, 22.4
28800, 24.4
32400, 24.1
36000, 24.4
39600, 24.7
43200, 24.9
46800, 25.1
50400, 25.2
54000, 25.3
57600, 26
61200, 25.9
64800, 24.3
68400, 24.2
72000, 24.1
75600, 24.1
79200, 24.1
82800, 24.1
86400, 24.1
781200, 34.9
784800, 34.8
788400, 34.7
792000, 34.6
795600, 34.7
799200, 34.8
802800, 34.9
806400, 36.9
810000, 36.6
813600, 36.8
817200, 37
820800, 37.2
824400, 37.3
828000, 37.4
831600, 37.4
835200, 38.1
838800, 38
842400, 36.4
846000, 36.2
849600, 36.1
853200, 36.1
856800, 36
860400, 35.9
864000, 35.9
5101200, 44.9
5104800, 44.8
5108400, 44.7
5112000, 44.6
5115600, 44.6
5119200, 44.6
5122800, 44.8
5126400, 46.7
5130000, 46.3
5133600, 46.5
5137200, 46.7
5140800, 46.8
5144400, 46.9
5148000, 47
5151600, 47
5155200, 47.6
5158800, 47.5
5162400, 45.8
5166000, 45.6
5169600, 45.4
5173200, 45.4
5176800, 45.3
5180400, 45.2
5184000, 45.1
