0	0	0
3600	0	0
7200	0	0
10800	0	0
14400	24	23
18000	58	53
21600	91	77
25200	203	97
28800	348	114
32400	472	131
36000	553	144
39600	581	159
43200	553	372
46800	472	557
50400	348	685
54000	203	733
57600	91	666
61200	58	474
64800	24	177
68400	0	0
72000	0	0
75600	0	0
79200	0	0
82800	0	0
86400	0	0
